reading_id,session_date,phone_clock,graph_clock,capture_type,channel_graph_header,channel_list_label,paired_with,gear,load,thermal,coolant_c,ac,rpm_at_capture,value,value_min,value_max,span,units,reading_method,admissible,epoch,notes,source,msg,captured_at,exif_session,minutes_from_start,value_num,min_num,max_num,span_num,rpm_num,coolant_num,is_admissible,epoch_by_time,channel
PART3-0101,2026-09-05,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,unknown,driving,WOT,warm,unknown,unknown,unknown,unknown,12.33,29.38,17.05,AFR,curve_read,yes,post_drive,Full sweep both directions - dipped to 12.33 under power enrichment,[238],238,2026-09-05 03:58:11,EX19,332.0,,12.33,29.38,17.05,,,1,post_purge_valve,O2S5 air:fuel
PART3-0102,2026-09-05,unknown,unknown,value_read,unknown,Commanded air fuel ratio at wide throttle,unknown,driving,WOT,warm,unknown,unknown,unknown,12.3,unknown,unknown,unknown,AFR,curve_read,yes,post_drive,"Stated as ""commanded 12.3:1 at wide throttle and got it"" - proves pump, regulator and injectors under load",[238],238,2026-09-05 03:58:11,EX19,332.0,12.3,,,,,,1,post_purge_valve,unknown
PART3-0103,2026-09-05,unknown,unknown,graph_paired,Abs. load,Absolute load value,PART3-0105,driving,WOT,warm,unknown,unknown,unknown,96.47,91,96.47,unknown,%,curve_read,yes,post_drive,Peak 96.47 with 91-94 sustained through the pull; healthy target is 90-100,[240];[241],240,2026-09-05 03:58:11,EX19,332.0,96.47,91.0,96.47,,,,1,post_purge_valve,Abs. load
PART3-0104,2026-09-05,unknown,unknown,graph_paired,MAF,MAF air flow rate,PART3-0105,driving,WOT,warm,unknown,unknown,unknown,215.27,10,215.27,205.27,g/s,curve_read,yes,post_drive,Rose smoothly and linearly from 10 to 215 g/s to the limiter with no plateau,[240];[241],240,2026-09-05 03:58:11,EX19,332.0,215.27,10.0,215.27,205.27,,,1,post_purge_valve,MAF
PART3-0105,2026-09-05,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART3-0103,driving,WOT,warm,unknown,unknown,unknown,6832,unknown,6832,unknown,rpm,curve_read,yes,post_drive,Clean pull to the rev limiter,[240];[241],240,2026-09-05 03:58:11,EX19,332.0,6832.0,,6832.0,,,,1,post_purge_valve,Engine RPM
PART3-0106,2026-09-05,4:04,unknown,graph_paired,LTFT - B1,Long term fuel % trim - Bank 1,PART3-0107,unknown,unknown,warm,unknown,unknown,unknown,-1.56,-1.56,-1.56,0,%,curve_read,yes,post_drive,Flat min = avg = max. Operating condition NOT recorded - assistant asked whether it was cruise or idle and did not get an answer,[240];[241];[242],240,2026-09-05 03:58:11,EX19,332.0,-1.56,-1.56,-1.56,0.0,,,1,post_purge_valve,LTFT - B1
PART3-0107,2026-09-05,4:04,unknown,graph_paired,LTFT - B2,Long term fuel % trim - Bank 2,PART3-0106,unknown,unknown,warm,unknown,unknown,unknown,-0.78,-0.78,-0.78,0,%,curve_read,yes,post_drive,Flat; one quantisation step from bank 1. Operating condition not recorded,[240];[241];[242],240,2026-09-05 03:58:11,EX19,332.0,-0.78,-0.78,-0.78,0.0,,,1,post_purge_valve,LTFT - B2
PART3-0108,2026-09-05,unknown,unknown,calculation,unknown,Estimated peak power from MAF,unknown,driving,WOT,warm,unknown,unknown,6832,301,unknown,unknown,unknown,hp,inferred,yes,post_drive,215 g/s times a rule-of-thumb 1.4 against a 302 hp rating,[241],241,2026-09-05 03:58:11,EX19,332.0,301.0,,,,6832.0,,1,post_purge_valve,unknown
PART3-0109,2026-09-05,04:28,unknown,graph_paired,LTFT - B1,Long term fuel % trim - Bank 1,PART3-0110,P,idle,warm,unknown,unknown,unknown,-0.78,-0.78,-0.78,0,%,curve_read,yes,post_drive,Three consecutive windows all min = avg = max; the idle cell with adaptives fully relearned,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,-0.78,-0.78,-0.78,0.0,,,1,post_purge_valve,LTFT - B1
PART3-0110,2026-09-05,04:28,unknown,graph_paired,LTFT - B2,Long term fuel % trim - Bank 2,PART3-0109,P,idle,warm,unknown,unknown,unknown,-0.78,-0.78,-0.78,0,%,curve_read,yes,post_drive,Identical to bank 1 - not within one step but literally the same number,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,-0.78,-0.78,-0.78,0.0,,,1,post_purge_valve,LTFT - B2
PART3-0111,2026-09-05,04:28,unknown,graph_paired,EVAP purge,Commanded evaporative purge,unknown,P,idle,warm,unknown,unknown,unknown,unknown,47,49.8,2.8,%,curve_read,yes,post_drive,New valve - actively stepping up and down over tens of seconds,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,47.0,49.8,2.8,,,1,post_purge_valve,EVAP purge
PART3-0112,2026-09-05,unknown,unknown,graph_paired,EVAP purge,Commanded evaporative purge,unknown,P,idle,warm,unknown,unknown,unknown,unknown,40,41,1,%,curve_read,yes,post_drive,"Old valve - restated here for comparison; flat, drifting one step at a time; epoch corrected from pre_purge_valve - the source image clock puts this capture after the repair",[251],251,2026-09-05 04:28:31,EX20,362.33,,40.0,41.0,1.0,,,1,post_purge_valve,EVAP purge
PART3-0113,2026-09-05,04:28,12:37-12:52,graph_paired,Engine RPM,Engine RPM,unknown,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,56,rpm,curve_read,yes,post_drive,Same 3.4 s rhythm; hunt unchanged by the purge valve repair,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,,,56.0,650.0,,1,post_purge_valve,Engine RPM
PART3-0114,2026-09-05,04:28,12:52-13:07,graph_paired,Engine RPM,Engine RPM,unknown,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,51,rpm,curve_read,yes,post_drive,unknown,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,,,51.0,650.0,,1,post_purge_valve,Engine RPM
PART3-0115,2026-09-05,04:28,13:03-13:18,graph_paired,Engine RPM,Engine RPM,unknown,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,57,rpm,curve_read,yes,post_drive,unknown,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,,,57.0,650.0,,1,post_purge_valve,Engine RPM
PART3-0116,2026-09-05,04:28,13:18-13:33,graph_paired,Engine RPM,Engine RPM,unknown,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,67,rpm,curve_read,yes,post_drive,Widest span measured in this session,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,,,67.0,650.0,,1,post_purge_valve,Engine RPM
PART3-0117,2026-09-05,04:28,13:32-13:47,graph_paired,Engine RPM,Engine RPM,unknown,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,61,rpm,curve_read,yes,post_drive,unknown,[250];[251],250,2026-09-05 04:28:31,EX20,362.33,,,,61.0,650.0,,1,post_purge_valve,Engine RPM
PART3-0118,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 1 Data - MID$A2 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0119,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 2 Data - MID$A3 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0120,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 3 Data - MID$A4 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0121,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 4 Data - MID$A5 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,2,0,65535,unknown,counts,menu,yes,post_drive,"PASSED. Highest of the six, but 10-cycle EWMA is zero. WOT pulls in this session hit the 6832 rpm rev limiter, which cuts fuel and spark and can be logged as misfire; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text",[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,2.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0122,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 5 Data - MID$A6 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0123,2026-09-05,unknown,unknown,mode06,unknown,Misfire Cylinder 6 Data - MID$A7 TID $0C,unknown,n/a,n/a,unknown,unknown,unknown,unknown,1,0,65535,unknown,counts,menu,yes,post_drive,PASSED. See cylinder 4 note on the rev limiter; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,1.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0124,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 1 Data - MID$A2 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0125,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 2 Data - MID$A3 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0126,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 3 Data - MID$A4 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0127,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 4 Data - MID$A5 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED. Zero despite 2 counts this cycle - nothing persistent; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0128,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 5 Data - MID$A6 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0129,2026-09-05,unknown,unknown,mode06,unknown,"Misfire Cylinder 6 Data - MID$A7 TID $0B (EWMA, 10 driving cycles)",unknown,n/a,n/a,unknown,unknown,unknown,unknown,0,0,65535,unknown,counts,menu,yes,post_drive,PASSED. Zero despite 1 count this cycle; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.0,0.0,65535.0,,,,1,post_purge_valve,unknown
PART3-0130,2026-09-05,unknown,unknown,mode06,unknown,Catalyst Monitor Bank 1 - MID$21 TID $81,PART3-0131,n/a,n/a,unknown,unknown,unknown,unknown,0.3711,0,0.8359,unknown,ratio,menu,yes,post_drive,PASSED - 44 percent of the failure threshold; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.3711,0.0,0.8359,,,,1,post_purge_valve,unknown
PART3-0131,2026-09-05,unknown,unknown,mode06,unknown,Catalyst Monitor Bank 2 - MID$22 TID $81,PART3-0130,n/a,n/a,unknown,unknown,unknown,unknown,0.3633,0,0.8359,unknown,ratio,menu,yes,post_drive,PASSED - within 2 percent of bank 1; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.3633,0.0,0.8359,,,,1,post_purge_valve,unknown
PART3-0132,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 1 - Sensor 1 - MID$01 TID $87,PART3-0133,n/a,n/a,unknown,unknown,unknown,unknown,0.014,0,0.4,unknown,s,menu,yes,post_drive,PASSED - 3.5 percent of the allowance; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.014,0.0,0.4,,,,1,post_purge_valve,unknown
PART3-0133,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 2 - Sensor 1 - MID$05 TID $87,PART3-0132,n/a,n/a,unknown,unknown,unknown,unknown,0.014,0,0.4,unknown,s,menu,yes,post_drive,PASSED - identical to bank 1; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.014,0.0,0.4,,,,1,post_purge_valve,unknown
PART3-0134,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 1 - Sensor 2 - MID$02 TID $86,PART3-0135,n/a,n/a,unknown,unknown,unknown,unknown,0.792,0,10,unknown,s,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.792,0.0,10.0,,,,1,post_purge_valve,unknown
PART3-0135,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 2 - Sensor 2 - MID$06 TID $86,PART3-0134,n/a,n/a,unknown,unknown,unknown,unknown,0.856,0,10,unknown,s,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.856,0.0,10.0,,,,1,post_purge_valve,unknown
PART3-0136,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Heater Monitor Bank 1 - Sensor 1 - MID$41 TID $81,PART3-0137,n/a,n/a,unknown,unknown,unknown,unknown,2550,1120,3800,unknown,mA,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,2550.0,1120.0,3800.0,,,,1,post_purge_valve,unknown
PART3-0137,2026-09-05,unknown,unknown,mode06,unknown,Oxygen Sensor Heater Monitor Bank 2 - Sensor 1 - MID$45 TID $81,PART3-0136,n/a,n/a,unknown,unknown,unknown,unknown,2455,1120,3800,unknown,mA,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,2455.0,1120.0,3800.0,,,,1,post_purge_valve,unknown
PART3-0138,2026-09-05,unknown,unknown,mode06,unknown,VVT Monitor Bank 1 - MID$35 TID $85,PART3-0139,n/a,n/a,unknown,unknown,unknown,unknown,0.06,0,20,unknown,deg,menu,yes,post_drive,PASSED - 0.3 percent of the allowance; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.06,0.0,20.0,,,,1,post_purge_valve,unknown
PART3-0139,2026-09-05,unknown,unknown,mode06,unknown,VVT Monitor Bank 2 - MID$36 TID $85,PART3-0138,n/a,n/a,unknown,unknown,unknown,unknown,0.05,0,20,unknown,deg,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[253];[254]; docs/f150-diagnosis.md MODE 06 section,253,2026-09-05 04:36:02,EX21,369.85,0.05,0.0,20.0,,,,1,post_purge_valve,unknown
PART3-0140,2026-09-05,unknown,unknown,mode06,unknown,Fuel System Monitor Bank 1 - MID$81 TID $80,PART3-0141,n/a,n/a,unknown,unknown,unknown,unknown,0,0,0.7968653696498055,unknown,unknown,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[255]; docs/f150-diagnosis.md MODE 06 section,255,,,,0.0,0.0,0.7968653696498055,,,,1,unknown,unknown
PART3-0141,2026-09-05,unknown,unknown,mode06,unknown,Fuel System Monitor Bank 2 - MID$82 TID $80,PART3-0140,n/a,n/a,unknown,unknown,unknown,unknown,0,0,0.7968653696498055,unknown,unknown,menu,yes,post_drive,PASSED; identifiers and full precision read from the Mode 06 screenshots and recorded in docs/f150-diagnosis.md - not present in the transcript text,[255]; docs/f150-diagnosis.md MODE 06 section,255,,,,0.0,0.0,0.7968653696498055,,,,1,unknown,unknown
PART3-0142,2026-09-05,unknown,unknown,monitor_status,unknown,Monitor status since DTCs cleared. - Evaporative System,unknown,n/a,n/a,unknown,unknown,unknown,unknown,Not completed,unknown,unknown,unknown,status,value_read,yes,post_drive,The only monitor still incomplete after the drive; needs fuel level and cold soak conditions,[266],266,,,,,,,,,,1,unknown,unknown
PART3-0143,2026-09-05,unknown,unknown,graph_paired,Fuel/Air com. ratio,Fuel/Air commanded equivalence ratio,PART3-0145,P,idle,warm,unknown,unknown,650,unknown,14.42,14.86,0.44,AFR,curve_read,yes,post_drive,"Two-level square wave with vertical edges, period about 3.5 s, amplitude about plus/minus 1.5 percent",[258];[259],258,2026-09-05 04:49:10,EX22,382.98,,14.42,14.86,0.44,650.0,,1,post_purge_valve,Fuel/Air com. ratio
PART3-0144,2026-09-04,unknown,unknown,graph_paired,Fuel/Air com. ratio,Fuel/Air commanded equivalence ratio,unknown,P,idle,warm,unknown,unknown,unknown,unknown,14.41,14.86,0.45,AFR,curve_read,yes,post_drive,First-night values restated here for comparison; period about 3.4 s; epoch corrected from pre_purge_valve - the source image clock puts this capture after the repair,[259],259,2026-09-05 04:49:10,EX22,382.98,,14.41,14.86,0.45,,,1,post_purge_valve,Fuel/Air com. ratio
PART3-0145,2026-09-05,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART3-0143,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,unknown,rpm,curve_read,yes,post_drive,"Assistant states rpm swings 40-56 in this capture - a range of spans, not a single window",[259],259,2026-09-05 04:49:10,EX22,382.98,,,,,650.0,,1,post_purge_valve,Engine RPM
PART3-0146,2026-09-05,unknown,37:00-37:15,graph_paired,Fuel/Air com. ratio,Fuel/Air commanded equivalence ratio,PART3-0147,P,idle,warm,unknown,unknown,650,14.42,unknown,unknown,unknown,AFR,curve_read,yes,post_drive,"Rich commands at graph clock 37:01.5, 37:05 and 37:08.5",[259],259,2026-09-05 04:49:10,EX22,382.98,14.42,,,,650.0,,1,post_purge_valve,Fuel/Air com. ratio
PART3-0147,2026-09-05,unknown,37:00-37:15,graph_paired,Engine RPM,Engine RPM,PART3-0146,P,idle,warm,unknown,unknown,650,unknown,unknown,unknown,unknown,s,curve_read,yes,post_drive,"RPM peaks at about 37:03, 37:06.5 and 37:10 - a lag of 1 to 1.5 s behind each rich command",[259],259,2026-09-05 04:49:10,EX22,382.98,,,,,650.0,,1,post_purge_valve,Engine RPM
PART3-0148,2026-09-05,unknown,unknown,graph_paired,Throttle Position Actually,Throttle Position Actually,PART3-0145,P,idle,warm,unknown,unknown,650,unknown,9.44,10.33,0.89,deg,curve_read,yes,post_drive,"Flat with min = avg = max within a window; steps between 9.44 / 9.55 / 9.88 / 10.33 over tens of seconds - drift, not oscillation",[258];[259],258,2026-09-05 04:49:10,EX22,382.98,,9.44,10.33,0.89,650.0,,1,post_purge_valve,Throttle Position Actually
PART3-0149,2026-09-05,unknown,unknown,physical,unknown,Acceleration Spectrum (phyphox),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,210,210,Hz,curve_read,no,post_drive,"Unreadable - horizontal axis spanned 0-210 Hz so the 5-33 Hz region of interest was compressed at the left edge. rpm, phone location, engine on/off and a noise-floor recording were all not recorded",[263];[264],263,2026-09-05 05:02:16,EX23,396.08,,0.0,210.0,210.0,,,0,post_purge_valve,unknown
PART3-0150,2026-09-05,unknown,unknown,value_read,ping,Scan app ping (adapter response time),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,60,90,30,ms,value_read,yes,post_drive,"Tool metadata, not a vehicle reading; implies a resolution ceiling of about 5-8 Hz",[249],249,,,,,60.0,90.0,30.0,,,1,unknown,ping
PART3-0151,2026-09-05,unknown,unknown,value_read,ping,Scan app ping (adapter response time),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,56,117,61,ms,value_read,yes,post_drive,"Tool metadata; restated range implying 4-8 Hz resolution, below the 10.8 Hz and 32.5 Hz frequencies of interest",[252],252,,,,,56.0,117.0,61.0,,,1,unknown,ping
PART3-0152,2026-09-05,unknown,unknown,calculation,unknown,Half order frequency at 650 rpm,unknown,P,idle,warm,unknown,unknown,650,5.4,unknown,unknown,unknown,Hz,inferred,yes,post_drive,One cylinder differing from the other five,[244],244,,,,5.4,,,,650.0,,1,unknown,unknown
PART3-0153,2026-09-05,unknown,unknown,calculation,unknown,First order frequency at 650 rpm,unknown,P,idle,warm,unknown,unknown,650,10.8,unknown,unknown,unknown,Hz,inferred,yes,post_drive,Rotational imbalance or engine rock on mounts,[244],244,,,,10.8,,,,650.0,,1,unknown,unknown
PART3-0154,2026-09-05,unknown,unknown,calculation,unknown,Second order frequency at 650 rpm,unknown,P,idle,warm,unknown,unknown,650,21.7,unknown,unknown,unknown,Hz,inferred,yes,post_drive,unknown,[262],262,,,,21.7,,,,650.0,,1,unknown,unknown
PART3-0155,2026-09-05,unknown,unknown,calculation,unknown,Third order (firing pulse) frequency at 650 rpm,unknown,P,idle,warm,unknown,unknown,650,32.5,unknown,unknown,unknown,Hz,inferred,yes,post_drive,Normal V6 firing beat,[244];[262],244,,,,32.5,,,,650.0,,1,unknown,unknown
PART3-0156,2026-09-05,unknown,unknown,calculation,unknown,Half order frequency at 1200 rpm,unknown,P,rpm_sweep,warm,unknown,unknown,1200,10,unknown,unknown,unknown,Hz,inferred,yes,post_drive,unknown,[244],244,,,,10.0,,,,1200.0,,1,unknown,unknown
PART3-0157,2026-09-05,unknown,unknown,calculation,unknown,First order frequency at 1200 rpm,unknown,P,rpm_sweep,warm,unknown,unknown,1200,20,unknown,unknown,unknown,Hz,inferred,yes,post_drive,unknown,[244],244,,,,20.0,,,,1200.0,,1,unknown,unknown
PART3-0158,2026-09-05,unknown,unknown,calculation,unknown,Third order (firing pulse) frequency at 1200 rpm,unknown,P,rpm_sweep,warm,unknown,unknown,1200,60,unknown,unknown,unknown,Hz,inferred,yes,post_drive,unknown,[244],244,,,,60.0,,,,1200.0,,1,unknown,unknown
PART3-0159,2026-09-05,unknown,unknown,calculation,unknown,First order frequency at 660 rpm,unknown,P,idle,warm,unknown,unknown,660,11.0,unknown,unknown,unknown,Hz,inferred,yes,post_drive,Given to show every order scales with the recorded rpm,[262],262,,,,11.0,,,,660.0,,1,unknown,unknown
PART3-0160,2026-09-05,unknown,unknown,calculation,unknown,Engine rock on mounts resonance band,unknown,P,idle,warm,unknown,unknown,650,unknown,8,15,7,Hz,inferred,no,post_drive,"Generic reference band quoted by the assistant, not measured on this truck",[244];[247],244,,,,,8.0,15.0,7.0,650.0,,0,unknown,unknown
PART3-D001,2026-09-05,04:36,unknown,mode06,unknown,Oxygen Sensor Heater Monitor Bank 1 - Sensor 2 - MID$42 TID $81,unknown,n/a,n/a,warm,unknown,unknown,unknown,637,220,3000,unknown,mA,menu,yes,post_drive,"PASSED; exists only in docs/f150-diagnosis.md, read from the Mode 06 screenshots and never stated in the transcript text",docs/f150-diagnosis.md MODE 06 section,,,,,637.0,220.0,3000.0,,,,1,unknown,unknown
PART3-D002,2026-09-05,04:36,unknown,mode06,unknown,Oxygen Sensor Heater Monitor Bank 2 - Sensor 2 - MID$46 TID $81,unknown,n/a,n/a,warm,unknown,unknown,unknown,652,220,3000,unknown,mA,menu,yes,post_drive,"PASSED; exists only in docs/f150-diagnosis.md, read from the Mode 06 screenshots and never stated in the transcript text",docs/f150-diagnosis.md MODE 06 section,,,,,652.0,220.0,3000.0,,,,1,unknown,unknown
PART3-D003,2026-09-05,04:36,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 1 - Sensor 2 - MID$02 TID $85,unknown,n/a,n/a,warm,unknown,unknown,unknown,-3846,-30000,0,unknown,mV/sec,menu,yes,post_drive,"PASSED; exists only in docs/f150-diagnosis.md, read from the Mode 06 screenshots and never stated in the transcript text",docs/f150-diagnosis.md MODE 06 section,,,,,-3846.0,-30000.0,0.0,,,,1,unknown,unknown
PART3-D004,2026-09-05,04:36,unknown,mode06,unknown,Oxygen Sensor Monitor Bank 2 - Sensor 2 - MID$06 TID $85,unknown,n/a,n/a,warm,unknown,unknown,unknown,-3788,-30000,0,unknown,mV/sec,menu,yes,post_drive,"PASSED; exists only in docs/f150-diagnosis.md, read from the Mode 06 screenshots and never stated in the transcript text",docs/f150-diagnosis.md MODE 06 section,,,,,-3788.0,-30000.0,0.0,,,,1,unknown,unknown
